COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 13077 
 NOMBRE    : METZTITLAN 
 ESTADO    : HIDALGO 
 MUNICIPIO : METZTITLÁN 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 20.59694444 ° 
 LONGITUD  : -98.76583333 ° 
 ALTITUD   : 1316 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1952-01-01	0	4.32	33.5	4
1952-01-02	0	3.7	33.54	6
1952-01-03	0	3.46	29	6
1952-01-04	0	3.94	30	10
1952-01-05	0	2.46	31.5	6.5
1952-01-06	0	4.61	25	10
1952-01-07	0	3.96	31	10
1952-01-08	0	4.4	33.5	9
1952-01-09	0	3.45	28	7
1952-01-10	0	1.52	20	2
1952-01-11	0	2.77	26.5	4
1952-01-12	0	2.62	27.5	5
1952-01-13	0	3.82	29	10.5
1952-01-14	0	4.8	33	5
1952-01-15	0	4.51	33	8
1952-01-16	0	4.44	33	3.5
1952-01-17	0	4.34	28.5	6.5
1952-01-18	0	4.34	31	9.5
1952-01-19	0	4.87	35	9
1952-01-20	0	4.79	34	7.5
1952-01-21	0	5.32	36.5	7.5
1952-01-22	0	4.72	36	9.5
1952-01-23	0	2.67	24	12
1952-01-24	0	4.21	27	14.5
1952-01-25	0	4.16	31	11
1952-01-26	0	4.83	34	8
1952-01-27	0	5.17	34	10
1952-01-28	50	2.22	14	11.5
1952-01-29	0	3.13	25	-0.1
1952-01-30	0	3.65	30	3.5
1952-01-31	12	2.48	22	6.5
1952-02-01	0	3.08	28.5	7
1952-02-02	0	4.3	29	6
1952-02-03	0	6.47	30	4
1952-02-04	0	4.47	22.5	6
1952-02-05	0	3.88	27.5	0
1952-02-06	0	4.99	28	3.5
1952-02-07	0	4.17	20	8
1952-02-08	0	3.88	29.5	3
1952-02-09	0	5.29	30.5	6
1952-02-10	0	5.08	34	5.5
1952-02-11	0	5.76	34.5	9.5
1952-02-12	0	5.01	35	9
1952-02-13	0	5.33	33	11
1952-02-14	0	6.16	34.5	9.5
1952-02-15	0	4.84	31	7
1952-02-16	0	4.99	21	9.5
1952-02-17	0	4.32	23.5	11
1952-02-18	0	4.8	32.5	6
1952-02-19	3	3.35	33	9.5
1952-02-20	0	5.43	32	11
1952-02-21	0	5.87	34	11.5
1952-02-22	0	5.39	34	12
1952-02-23	0	3.26	35	9.5
1952-02-24	0	5.37	34	11.5
1952-02-25	0	7.2	35	13
1952-02-26	0	4.25	31	8.5
1952-02-27	0	3.76	25.5	-0.1
1952-02-28	0	5.82	34	3.5
1952-02-29	0	6.84	NULO	NULO
1952-03-01	0	6.67	36.5	7
1952-03-02	0	7.45	37	10
1952-03-03	0	7.29	34	9
1952-03-04	0	5.95	31	11
1952-03-05	0	6.07	29	11
1952-03-06	0	4.84	29.5	15
1952-03-07	0	7.08	36.5	10.5
1952-03-08	0	8.05	36	16.5
1952-03-09	0	7.74	32.5	14
1952-03-10	0	7.91	37.5	10
1952-03-11	0	7.16	39	9.5
1952-03-12	0	7.51	37	11.5
1952-03-13	0	5.03	29	10
1952-03-14	0	5.89	30.5	14.5
1952-03-15	0	8.01	37.5	13
1952-03-16	0	8.06	35	18.5
1952-03-17	0	7.06	34	11
1952-03-18	0	7.45	36	11
1952-03-19	0	7.83	36	12
1952-03-20	0	7.22	36	10.5
1952-03-21	0	5.9	28	8
1952-03-22	0	5.77	28.5	5.5
1952-03-23	0	5.4	30	7.5
1952-03-24	0	5.77	32	9
1952-03-25	0.01	4.58	34	10
1952-03-26	0	6.45	27	9.5
1952-03-27	0	7.03	31	14
1952-03-28	0	7.13	33	9
1952-03-29	0	7.12	NULO	NULO
1952-03-31	NULO	NULO	NULO	NULO
1952-04-01	0	5.94	31.5	12
1952-04-02	5	5.11	27.5	12
1952-04-03	0	6.72	34	14.5
1952-04-04	0.01	6.93	33	12.5
1952-04-05	0.01	2.05	20	1.5
1952-04-06	0	4.92	24	11
1952-04-07	0	6.5	28.5	6.5
1952-04-08	0	6.71	32.5	7.5
1952-04-09	0	7.84	36	7.5
1952-04-10	0	5.16	27	14.5
1952-04-11	0	6.65	35	10.5
1952-04-12	0	8.74	36.5	11
1952-04-13	0	7.4	29	12.5
1952-04-14	0	6.25	26.5	15
1952-04-15	0	6.88	28	16.5
1952-04-16	0	6.2	28	14
1952-04-17	0	6.39	28	14
1952-04-18	1	4.08	28	14.5
1952-04-19	2	3.1	30.5	13
1952-04-20	4	2.54	31	15
1952-04-21	12	2.95	24	15
1952-04-22	10	2.95	25	8
1952-04-23	0	6.93	32.5	10
1952-04-24	0	6.51	30	13.5
1952-04-25	0	7.59	30	17
1952-04-26	0	5.58	26	12
