COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 13050 
 NOMBRE    : ZACUALTIPAN (DGE) 
 ESTADO    : HIDALGO 
 MUNICIPIO : ZACUALTIPÁN DE ÁNGELES 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.64388889 ° 
 LONGITUD  : -98.65305556 ° 
 ALTITUD   : 1980 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1961-01-01	0	NULO	18	7
1961-01-02	3.5	NULO	14.5	7
1961-01-03	2.8	NULO	10	5.5
1961-01-04	0.8	NULO	10	7
1961-01-05	0.01	NULO	14.5	7
1961-01-06	0	NULO	13	3.5
1961-01-07	2.5	NULO	18	7.8
1961-01-08	6	NULO	6	5
1961-01-09	0.01	NULO	4.5	2
1961-01-10	0	NULO	9	0.5
1961-01-11	0.5	NULO	12.5	4.5
1961-01-12	0.2	NULO	9.5	7
1961-01-13	0	NULO	19.5	4.5
1961-01-14	0	NULO	18	8.5
1961-01-15	2	NULO	10.5	6.8
1961-01-16	3.1	NULO	8	7
1961-01-17	3.8	NULO	9.8	6.8
1961-01-18	0	NULO	12	6.3
1961-01-19	9	NULO	14.8	6.5
1961-01-20	11.5	NULO	9.2	2.2
1961-01-21	0.01	NULO	14	2.8
1961-01-22	3.5	NULO	17	3.8
1961-01-23	0	NULO	15.5	6
1961-01-24	0	NULO	15.5	3.5
1961-01-25	0	NULO	18.5	7.5
1961-01-26	0.01	NULO	18.5	6.5
1961-01-27	0	NULO	20	5.2
1961-01-28	0	NULO	22	7.8
1961-01-29	0.2	NULO	19.2	6
1961-01-30	0.3	NULO	8	3.5
1961-01-31	0	NULO	19.5	3.5
1961-02-01	0	NULO	21	5
1961-02-02	1.3	NULO	17.5	10
1961-02-03	0.2	NULO	9	5.2
1961-02-04	0	NULO	16	3.5
1961-02-05	0.01	NULO	18	5.2
1961-02-06	0	NULO	20.5	9.5
1961-02-07	0	NULO	18	6.5
1961-02-08	0	NULO	17.2	4
1961-02-09	0	NULO	19.2	5
1961-02-10	0.01	NULO	14	3.2
1961-02-11	0.01	NULO	13	1
1961-02-12	0	NULO	17	0.5
1961-02-13	0	NULO	18	0.5
1961-02-14	0	NULO	17.2	-0.8
1961-02-15	0	NULO	16.8	1
1961-02-16	0	NULO	14	4
1961-02-17	0	NULO	25	7.5
1961-02-18	0	NULO	24.2	10
1961-02-19	0	NULO	22.5	6.2
1961-02-20	0	NULO	23	9
1961-02-21	0.1	NULO	22	10
1961-02-22	0	NULO	19.5	4
1961-02-23	0	NULO	22.5	6
1961-02-24	1	NULO	23	10.5
1961-02-25	0.01	NULO	9.5	1
1961-02-26	0	NULO	20.5	2
1961-02-27	0	NULO	24.5	5
1961-02-28	NULO	NULO	NULO	NULO
1961-03-01	4.2	NULO	10.8	8
1961-03-02	0	NULO	17	5.2
1961-03-03	0	NULO	21.5	9
1961-03-04	0	NULO	22	12.8
1961-03-05	0	NULO	23.5	10
1961-03-06	0	NULO	22.5	9.2
1961-03-07	0	NULO	27	11
1961-03-08	4	NULO	16	11.5
1961-03-09	0.5	NULO	10	2.5
1961-03-10	0	NULO	14.5	2.4
1961-03-11	0	NULO	24	6
1961-03-12	0	NULO	24	9
1961-03-13	0	NULO	20.5	7.5
1961-03-14	0	NULO	20	7.2
1961-03-15	0	NULO	23.5	9.3
1961-03-16	0	NULO	26	13.5
1961-03-17	0	NULO	25	14.5
1961-03-18	0	NULO	23.2	5
1961-03-19	0	NULO	26	11
1961-03-20	0	NULO	11.5	8.5
1961-03-21	0	NULO	15.8	5
1961-03-22	0	NULO	22	7
1961-03-23	0.01	NULO	17	8.5
1961-03-24	0	NULO	17.8	7
1961-03-25	0	NULO	23	8.5
1961-03-26	0	NULO	25	12
1961-03-27	0	NULO	26	11
1961-03-28	0	NULO	27.5	10
1961-03-29	0	NULO	27	13.5
1961-03-30	0	NULO	29.5	16
1961-03-31	0.5	NULO	24	14.5
1961-04-01	0	NULO	13	7
1961-04-02	0	NULO	16	3.5
1961-04-03	0.01	NULO	18	4
1961-04-04	0	NULO	18	6.8
1961-04-05	0	NULO	19	10
1961-04-06	3	NULO	17	10
1961-04-07	0	NULO	16	8
1961-04-08	0	NULO	27	10.5
1961-04-09	1	NULO	21.5	13
1961-04-10	0	NULO	24	8.5
1961-04-11	0	NULO	29.5	8.5
1961-04-12	0	NULO	19.5	11.5
1961-04-13	0	NULO	27.5	10.5
1961-04-14	0	NULO	30.5	10
1961-04-15	2.5	NULO	28.5	12
1961-04-16	0.2	NULO	16.5	6.5
1961-04-17	0	NULO	17.5	6
1961-04-18	0	NULO	20.5	6.5
1961-04-19	0	NULO	22	6.5
1961-04-20	0	NULO	27	7.5
1961-04-21	0	NULO	20.9	7
1961-04-22	0.01	NULO	20	7.5
1961-04-23	0.01	NULO	21	6.5
1961-04-24	0	NULO	31	6
1961-04-25	0	NULO	28.5	9
1961-04-26	0	NULO	31	8
1961-04-27	0	NULO	30	9
1961-04-28	0	NULO	25	8
1961-04-29	2.5	NULO	25	7.5
1961-04-30	NULO	NULO	NULO	NULO
1961-05-01	0	NULO	25.9	13
1961-05-02	0	NULO	25	12
1961-05-03	0	NULO	25.5	11
1961-05-04	0	NULO	28	11
1961-05-05	0	NULO	28	14
1961-05-06	0.01	NULO	26.5	11
1961-05-07	0	NULO	23.5	10
1961-05-08	0	NULO	25	13
1961-05-09	30	NULO	16.9	14
1961-05-10	0.01	NULO	17	8.5
1961-05-11	0	NULO	20.9	10
1961-05-12	0	NULO	24.9	11
1961-05-13	0	NULO	28.5	11
1961-05-14	0	NULO	27.9	10.9
1961-05-15	0	NULO	22	11.5
1961-05-16	0	NULO	21	14.5
1961-05-17	0.01	NULO	22	13.9
1961-05-18	0.01	NULO	19.9	12
1961-05-19	0	NULO	19	10
1961-05-20	0	NULO	20.9	12.5
1961-05-21	0	NULO	23.5	8
1961-05-22	0	NULO	25	12
1961-05-23	4.5	NULO	23.5	13.9
1961-05-24	0.01	NULO	20	9
1961-05-25	0	NULO	26	11
1961-05-26	15	NULO	24	14
1961-05-27	5.5	NULO	16	11.5
1961-05-28	0.01	NULO	19	11
1961-05-29	0.01	NULO	20	10
1961-05-30	0	NULO	19.5	12.9
1961-05-31	1	NULO	18.5	12
1961-06-01	0	NULO	20.2	10.5
1961-06-02	0	NULO	21.2	10.2
1961-06-03	0.01	NULO	22	10
1961-06-04	0	NULO	21.5	9.2
1961-06-05	0	NULO	21.5	10
1961-06-06	0	NULO	22.5	11
1961-06-07	0	NULO	21.5	13
1961-06-08	0	NULO	23	14
1961-06-09	3	NULO	22	13.2
1961-06-10	31.5	NULO	20	13.5
1961-06-11	35.5	NULO	18.2	13
1961-06-12	35	NULO	17.2	13.5
1961-06-13	64	NULO	15.5	13
1961-06-14	86	NULO	15.5	13
1961-06-15	38	NULO	15	13.9
1961-06-16	10	NULO	17.5	14
1961-06-17	0.7	NULO	20	13.9
1961-06-18	0.4	NULO	21.2	14
1961-06-19	27	NULO	19	14
1961-06-20	0.01	NULO	18	10.9
1961-06-21	0.01	NULO	18.9	8.9
1961-06-22	0.01	NULO	18	9.5
1961-06-23	0.3	NULO	18.9	12.9
1961-06-24	0.01	NULO	17.5	9.2
1961-06-25	0	NULO	18.5	9.5
1961-06-26	0.01	NULO	19.2	11.5
1961-06-27	0.1	NULO	18.9	11
1961-06-28	0.1	NULO	19	11
1961-06-29	0.5	NULO	19	13.5
1961-06-30	NULO	NULO	NULO	NULO
1961-07-01	10	NULO	16.5	12
1961-07-02	2	NULO	15.9	12.5
1961-07-03	1.7	NULO	19	13
