COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 24/04/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: APRIL DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30016 
 NOMBRE    : BENITO JUAREZ 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : BENITO JUÁREZ 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 20.88666667 ° 
 LONGITUD  : -98.20111111 ° 
 ALTITUD   : 2202 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1962-01-01	0	NULO	NULO	NULO
1962-01-02	0	NULO	NULO	NULO
1962-01-03	0	NULO	NULO	NULO
1962-01-04	0	NULO	NULO	NULO
1962-01-05	0	NULO	NULO	NULO
1962-01-06	0	NULO	NULO	NULO
1962-01-07	0	NULO	NULO	NULO
1962-01-08	0	NULO	NULO	NULO
1962-01-09	0	NULO	NULO	NULO
1962-01-10	0	NULO	NULO	NULO
1962-01-11	11	NULO	NULO	NULO
1962-01-12	0	NULO	NULO	NULO
1962-01-13	1.9	NULO	NULO	NULO
1962-01-14	0	NULO	NULO	NULO
1962-01-15	0	NULO	NULO	NULO
1962-01-16	0	NULO	NULO	NULO
1962-01-17	0	NULO	NULO	NULO
1962-01-18	0	NULO	NULO	NULO
1962-01-19	0	NULO	NULO	NULO
1962-01-20	0	NULO	NULO	NULO
1962-01-21	0	NULO	NULO	NULO
1962-01-22	0	NULO	NULO	NULO
1962-01-23	0	NULO	NULO	NULO
1962-01-24	0	NULO	NULO	NULO
1962-01-25	0.6	NULO	NULO	NULO
1962-01-26	1.3	NULO	NULO	NULO
1962-01-27	0	NULO	NULO	NULO
1962-01-28	1.4	NULO	NULO	NULO
1962-01-29	0	NULO	NULO	NULO
1962-01-30	0	NULO	NULO	NULO
1962-01-31	0	NULO	NULO	NULO
1962-02-08	0	NULO	32	16.5
1962-02-09	0	NULO	31	18
1962-02-10	0	NULO	27	17.5
1962-02-11	0	NULO	26	15.5
1962-02-12	0	NULO	31	14
1962-02-13	0	NULO	21.5	13.5
1962-02-14	0	NULO	25.5	15.5
1962-02-15	0	NULO	25.5	15.5
1962-02-16	0	NULO	30	15
1962-02-17	0	NULO	27.5	16
1962-02-18	0	NULO	30	16.5
1962-02-19	0	NULO	31	17.5
1962-02-20	0	NULO	27	17
1962-02-21	0	NULO	29	17
1962-02-22	0	NULO	29	17.5
1962-02-23	0	NULO	30	23.5
1962-02-24	0	NULO	31	17
1962-02-25	0	NULO	31	17
1962-02-26	0	NULO	23	16.5
1962-02-27	0	NULO	34	18
1962-02-28	20.3	NULO	21	19
1962-03-01	0	NULO	13	6.5
1962-03-02	0	NULO	20.5	6.5
1962-03-03	0	NULO	27	10.5
1962-03-04	0	NULO	22	14.5
1962-03-05	0	NULO	21.5	10
1962-03-06	40.6	NULO	23	10.5
1962-03-07	0	NULO	25	1.2
1962-03-08	0	NULO	31.5	11
1962-03-09	0	NULO	33.5	16.5
1962-03-10	0	NULO	36.5	22
1962-03-11	0	NULO	29	22
1962-03-12	0	NULO	26	15.5
1962-03-13	0	NULO	24	17.5
1962-03-14	10.2	NULO	29.5	18.5
1962-03-15	20.3	NULO	20	11
1962-03-16	3	NULO	14	7.5
1962-03-17	0	NULO	19	8
1962-03-18	0	NULO	22	8.5
1962-03-19	0	NULO	21	11
1962-03-20	0	NULO	24	10
1962-03-21	0	NULO	29	11
1962-03-22	0	NULO	32	13
1962-03-23	0	NULO	31	13
1962-03-24	0	NULO	31	13
1962-03-25	5	NULO	24.7	13.5
1962-04-01	0	NULO	22	14
1962-04-02	0	NULO	21	14.5
1962-04-03	0.01	NULO	24.5	15.5
1962-04-04	1.7	NULO	28	16
1962-04-05	0.01	NULO	33.5	18
1962-04-06	0.01	NULO	33	19
1962-04-07	0.01	NULO	22	16.5
1962-04-08	16.5	NULO	17	12
1962-04-09	0.01	NULO	35	12
1962-04-10	0.01	NULO	38	16.5
1962-04-11	0.01	NULO	34	17
1962-04-12	0.01	NULO	33.5	19.5
1962-04-13	0.01	NULO	34	17
1962-04-14	80	NULO	24	14.5
1962-04-15	4.4	NULO	26	15
1962-04-16	6.4	NULO	20	16.5
1962-04-17	53.7	NULO	26	17.5
1962-04-18	54.5	NULO	21	17.5
1962-04-19	9	NULO	28.5	14.5
1962-04-20	0.01	NULO	29	12.5
1962-04-21	0.01	NULO	28.5	14.5
1962-04-22	0.01	NULO	30	16.5
1962-04-23	0.01	NULO	30	18.5
1962-04-24	1.7	NULO	29	17
1962-04-25	23.5	NULO	24	18
1962-04-26	0.01	NULO	31	19.5
1962-04-27	0.01	NULO	29.5	21
1962-04-28	0.01	NULO	33	18
1962-04-29	0.01	NULO	36	18
1962-04-30	0.01	NULO	37	16.5
1962-05-01	35	NULO	31.5	18.5
1962-05-02	2	NULO	27.8	17.5
1962-05-03	0	NULO	26.5	18.5
1962-05-04	0	NULO	28.5	20.5
1962-05-05	0	NULO	30	19.5
1962-05-06	0	NULO	30.5	17
1962-05-07	0	NULO	30	17
1962-05-08	0	NULO	29	18
1962-05-09	0	NULO	31	20
1962-05-10	0	NULO	31	18.5
1962-05-11	0	NULO	32.5	19
1962-05-12	0	NULO	33	20
